b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 01:56:51 +0000 2018',986060893963407361,819246254601420800,b'National Drunk Drivers Association',"b'@JohnRLottJr @GStephanopoulos @HillaryClinton He should be grabbing that pussy, right Johnny?'"
b'Tue Apr 17 01:56:54 +0000 2018',986060906827104256,796111182839119872,b'Robert Salazar',"b'RT @peacevision: @RobertRocklein @DanDeFreest @Cheekee996 @HillaryClinton Or they inherit money, get big tax cuts, rig the system in their\xe2\x80\xa6'"
b'Tue Apr 17 01:56:57 +0000 2018',986060918021910529,775441673522388992,b'Shawn Ira',"b'@jaketapper @Comey @BarackObama @HillaryClinton Umm, isn\xe2\x80\x99t that exactly what he is doing with the Trump/Russia/Obst\xe2\x80\xa6 https://t.co/tjZA9XczBl'"
b'Tue Apr 17 01:56:59 +0000 2018',986060927547002880,1431321666,b'Triple_L\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',"b""@HillaryClinton I'M STILL WITH HILLARY CLINTON"""
b'Tue Apr 17 01:57:01 +0000 2018',986060936191586304,618213182,b'Julie Burnstein',"b'RT @PhilippeReines: 65,844,954 deserved her. And she would have fought like hell for all 325,700,000 Americans. https://t.co/y8QZCxhLfm'"
b'Tue Apr 17 01:57:04 +0000 2018',986060945981091846,885784285,b'KG',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:05 +0000 2018',986060953010753537,139046968,b'Lonni Collins Pratt',b'@StillLes4Hill @HillaryClinton I agree. But it\xe2\x80\x99s unlikely. I think we\xe2\x80\x99ll have to settle for taking down Trump.'
b'Tue Apr 17 01:57:06 +0000 2018',986060953467924481,103999662,b'MidAtlanticWoman',b'RT @PoliticalShort: Even more inappropriate is the fact that Comey drafted &amp; circulated a statement exonerating Hillary 2 months before the\xe2\x80\xa6'
b'Tue Apr 17 01:57:07 +0000 2018',986060959713181696,758110596550176769,b'Trmpwin',b'@realDonaldTrump #FYI #TARMAC #LORETTA GETS #RBG Seat #HRC off #Hook.  @BillClinton &amp; @HillaryClinton #SUICIDE or\xe2\x80\xa6 https://t.co/AgebvzCl2s'
b'Tue Apr 17 01:57:08 +0000 2018',986060962003341312,3295485109,b'Trump\xe2\x80\x99sREALHistory',b'@BarackObama @MichelleObama @Lawrence @soledadobrien @johnpavlovitz @TeaPainUSA @RWPUSA @dcpoll @PalmerReport\xe2\x80\xa6 https://t.co/zOLUYnqEFC'
b'Tue Apr 17 01:57:09 +0000 2018',986060966860410882,588077179,b'Tina La Ree',"b'@girl4_trump @HillaryClinton @realDonaldTrump Interesting sign in the back, he obviously lost his'"
b'Tue Apr 17 01:57:09 +0000 2018',986060967061504001,759722267408338946,b'simonsonsays',b'RT @KrisParonto: And the core of your book Jim is based on integrity ??? What exactly is your definition of integrity Jim?? @Comey @Hillary\xe2\x80\xa6'
b'Tue Apr 17 01:57:09 +0000 2018',986060967732809730,20727845,b'Stephen Perez',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:10 +0000 2018',986060971788722177,973034568197574656,b'kristen',"b'RT @TinknGadget: #HannityCohen  ,@seanhannity .@HillaryClinton  .@BarackObama  .@Comey  .@POTUS  .@IngrahamAngle  .@TheEllenShow .@katyperr\xe2\x80\xa6'"
b'Tue Apr 17 01:57:12 +0000 2018',986060980911267840,801277930441740288,b'Paul theConservative',b'RT @jihchs: They brought down \n       Al Capone down \n                by tax evasion.\n\nCould the FEC bring \n        down @HillaryClinton?!\xe2\x80\xa6'
b'Tue Apr 17 01:57:13 +0000 2018',986060985290108928,24912278,b'henw1949',b'RT @PoliticalShort: Even more inappropriate is the fact that Comey drafted &amp; circulated a statement exonerating Hillary 2 months before the\xe2\x80\xa6'
b'Tue Apr 17 01:57:14 +0000 2018',986060987659931649,22719661,b'$42K Bitcoin in 2018\xe2\x9a\xa1\xef\xb8\x8f',b'Can we please split the country in two and get it over with? Red county America wants nothing to do with people lik\xe2\x80\xa6 https://t.co/9qQroa8qsb'
b'Tue Apr 17 01:57:14 +0000 2018',986060988255387649,976960270139641856,b'Mario Lopez',b'@HillaryClinton I waint for yoy in my home'
b'Tue Apr 17 01:57:14 +0000 2018',986060989643702272,25080097,b'Ellen Black',"b""RT @StillLes4Hill: JUST TRUE\xe2\x80\x94There is 1 scenario\xe2\x80\x94&amp; only 1\xe2\x80\x94that would restore US's world standing. Rectify the hijacked election and swear i\xe2\x80\xa6"""
b'Tue Apr 17 01:57:14 +0000 2018',986060989903745025,740982364734521344,b'tunejunkE',b'RT @PoliticalShort: Even more inappropriate is the fact that Comey drafted &amp; circulated a statement exonerating Hillary 2 months before the\xe2\x80\xa6'
b'Tue Apr 17 01:57:14 +0000 2018',986060990243594245,742454184327385088,b'Josey Wales',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:15 +0000 2018',986060992852496384,108808420,b'Annamarie Cicero',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 01:57:16 +0000 2018',986060996962811906,86158601,b'Trumpnews',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 01:57:16 +0000 2018',986060997331841024,512592336,b'Kingdonomics',"b'@oneforYah @HillaryClinton The horror of horrors must be purged from this earth, soon, the harvest will be ripe. #Reap Oh Lord!'"
b'Tue Apr 17 01:57:19 +0000 2018',986061007968600066,873155573155414016,b'GO VIRAL',"b""@lkgoodridge @FBI @DNC @BarackObama @HillaryClinton @BillClinton @realDonaldTrump @GenFlynn @FoxNews @GOP Let's roll...retweeting!"""
b'Tue Apr 17 01:57:19 +0000 2018',986061011051470848,885378744,b'Daniel McGarrah',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:20 +0000 2018',986061014629212160,573448514,b'Ironside',b'@FoxNews @MariaBartiromo @Comey @POTUS @HillaryClinton Because he was talking to #45 at the time.'
b'Tue Apr 17 01:57:20 +0000 2018',986061015707275269,245525554,b'EMystique',"b""@AndrewOnSeeAIR @HillaryClinton @GeorgeHWBush Speedy recovery from Hospice? She's DNI/DNR."""
b'Tue Apr 17 01:57:21 +0000 2018',986061016361398272,758110596550176769,b'Trmpwin',b'RT @HillestadNils: @realDonaldTrump #FYI #TARMAC #LORETTA GETS #RBG Seat #HRC off #Hook.  @BillClinton &amp; @HillaryClinton #SUICIDE or #HANG\xe2\x80\xa6'
b'Tue Apr 17 01:57:21 +0000 2018',986061018634899456,718984656452980737,b'Bonnie Simmons',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:23 +0000 2018',986061025282809856,24068865,b'King Augustus',"b""@gomer2323 @billritter7 @GStephanopoulos @HillaryClinton Lol, he worked for his money. I wouldn't go that far. I ju\xe2\x80\xa6 https://t.co/rdcnUkaj6j"""
b'Tue Apr 17 01:57:28 +0000 2018',986061049509146624,22891682,b'LiberalNonentity',"b""@CapoeiraPenguim @PalmerReport @HillaryClinton No, hes not. The EC isn't doing what it's supposed to do, which is p\xe2\x80\xa6 https://t.co/2OyqbgArwo"""
b'Tue Apr 17 01:57:29 +0000 2018',986061053426413568,979570973320998912,b'julesHatesTrump',b'@ajm0919 @DanaLathim @sherkatillion @HillaryClinton You\xe2\x80\x99re ignorant!  Buy a book and read it.'
b'Tue Apr 17 01:57:30 +0000 2018',986061054101749761,786439079504117760,b'Bohemian59 \xf0\x9f\x94\xa5\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x92\x99\xf0\x9f\x94\xa5',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:31 +0000 2018',986061058350764033,1596223609,b'Rico',"b'RT @MagniFieri: List of Elites who abused power in an attempt to derail &amp; cripple @POTUS, Donald Trump\n\n@HillaryClinton\n@BarackObama\nJames\xe2\x80\xa6'"
b'Tue Apr 17 01:57:31 +0000 2018',986061059562729472,23769223,b'Arizonakayte\xf0\x9f\x8c\xb5',"b""RT @REALtrumpbureau: @HILLARYCLINTON IS A #CHEAT !\nIT'S TIME TO #HANGHER ONCE AND FOR ALL !  \n#CROOKEDHILLARY, @DNC, &amp; @THEDEMOCRATS ARE NO\xe2\x80\xa6"""
b'Tue Apr 17 01:57:32 +0000 2018',986061066311536640,314880183,b'The\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Don',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:33 +0000 2018',986061068496785413,230279984,b'#BernTheDNC',b'RT @NomikiKonst: .@CynthiaNixon releases her response to @NYGovCuomo\xe2\x80\x99s claim that he\xe2\x80\x99s \xe2\x80\x9clock step with @BernieSanders\xe2\x80\x9d by showing his own w\xe2\x80\xa6'
b'Tue Apr 17 01:57:34 +0000 2018',986061072124739584,2509156808,b'TinkThinks',"b'#HannityCohen  ,@seanhannity .@HillaryClinton  .@BarackObama  .@Comey  .@POTUS  .@IngrahamAngle  .@TheEllenShow .\xe2\x80\xa6 https://t.co/0xdtvbYzkC'"
b'Tue Apr 17 01:57:36 +0000 2018',986061081654116352,850029135003078657,b'Sher K',b'RT @TrakNite: @FoxNews @SherK50662136 @MariaBartiromo @Comey @POTUS @HillaryClinton Hmm....   plus  he had another 8 years with Obama...  \xf0\x9f\x91\x8e\xe2\x80\xa6'
b'Tue Apr 17 01:57:39 +0000 2018',986061092425289729,878731405093679109,b'Chance may crown me',b'@RubenFromDeep @GovMikeHuckabee @HillaryClinton Congrats huckabee! You have 1 million less than Hillary. Hard to fi\xe2\x80\xa6 https://t.co/M4EcsNCkjD'
b'Tue Apr 17 01:57:39 +0000 2018',986061092878036992,406439640,b'Dr D',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 01:57:39 +0000 2018',986061094581043201,425431133,b'Amy Rice',"b'Hey @HillaryClinton you have it upside down, it was the #men that voted for you because their #wives told them too.\xe2\x80\xa6 https://t.co/iaU65gRh2s'"
b'Tue Apr 17 01:57:40 +0000 2018',986061096803954690,797606028221161472,b'RAYETTE FUSS',b'Are you a bit or simply a sad excuse for a human? https://t.co/YTjggqwAqK'
b'Tue Apr 17 01:57:40 +0000 2018',986061099244994560,399717630,"b""D'squarius Green Jr""",b'RT @NomikiKonst: .@CynthiaNixon releases her response to @NYGovCuomo\xe2\x80\x99s claim that he\xe2\x80\x99s \xe2\x80\x9clock step with @BernieSanders\xe2\x80\x9d by showing his own w\xe2\x80\xa6'
b'Tue Apr 17 01:57:41 +0000 2018',986061103401783303,871178961912569856,b'Richelle A. Resister',b'@lynx55 @BossyLadySunday @kidd_whitey @biffblisters @UsedProletariat @TEK_OG @Gr8Melin @cat42758 @AlwaysMe_84\xe2\x80\xa6 https://t.co/cmVvxaJxu0'
b'Tue Apr 17 01:57:42 +0000 2018',986061105259843585,756737879276040192,b'Jarod',"b""@Morse4America You know @HillaryClinton outraised @realDonaldTrump ... jus' sayin."""
b'Tue Apr 17 01:57:45 +0000 2018',986061116710236160,120588315,b'Mike',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 01:57:44 +0000 2018',986061116261281792,262368983,b'victor',"b'@FoxNews @AlanDersh @ACLU The ACLU is such a ""Sorry A** Pile of $h**"" Lol Underwriters Lab ;) eh @JebBush lol\xe2\x80\xa6 https://t.co/wFDVLdIJC5'"
b'Tue Apr 17 01:57:45 +0000 2018',986061119323279360,890705502,b'Gwen Johnson',"b'RT @larryelder: If President @BarackObama spent the first year and a half of his presidency battling bogus charges of ""collusion,"" the coun\xe2\x80\xa6'"
b'Tue Apr 17 01:57:48 +0000 2018',986061132057251845,18651053,b'Porno Girl',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 01:57:50 +0000 2018',986061138348724226,107458192,b'Michael McCaughan',b'@CVPickster @AlFirdawsAlAla @JTM_YVA @jaylsisak @HillaryClinton Sadly I thought his first few tweets were satire to\xe2\x80\xa6 https://t.co/B7hl6aEfLx'
b'Tue Apr 17 01:57:50 +0000 2018',986061141771214848,2464076929,b'Wolfie',"b'@TrueTrixie3 @JS4kix808 @BarackObama Yeah, no we don;t!!!\n\nhttps://t.co/mOW8igSrtW'"
b'Tue Apr 17 01:57:52 +0000 2018',986061148079484928,22891682,b'LiberalNonentity',"b""@CapoeiraPenguim @PalmerReport @HillaryClinton HE'S*"""
b'Tue Apr 17 01:57:53 +0000 2018',986061153242697729,45612940,b'Dana White',b'RT @DanDeFreest: @Cheekee996 @HillaryClinton  https://t.co/ECJUFabesa'
b'Tue Apr 17 01:57:54 +0000 2018',986061157785112584,26436867,b'Andrew',b'@JulesHates @DanaLathim @sherkatillion @HillaryClinton So mad.  Have a tissue bitch'
b'Tue Apr 17 01:57:55 +0000 2018',986061161572450304,980613697138655234,b'\xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xac\xe0\xa5\x81\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x95\xe0\xa5\x81\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xa4',b'RT @SandhyaDas20: #WakeUpModi\n#\xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\x9f\xe0\xa5\x80_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87_\xe0\xa4\x87\xe0\xa4\x82\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xab \n\xe0\xa4\xae\xe0\xa5\x8b\xe0\xa4\xa6\xe0\xa5\x80 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xaa\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa5\x87 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xa4 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xaa\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\x9c\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\x97 \xe0\xa4\xb8\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x9f\xe0\xa5\x80\xe0\xa4\xb5\xe0\xa5\x80 \xe0\xa4\x9a\xe0\xa5\x88\xe0\xa4\xa8\xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\x9a\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xb0 \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x96\xe0\xa5\x8b \xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xaa \xe0\xa4\xa4\xe0\xa5\x8b\xe2\x80\xa6'
b'Tue Apr 17 01:57:58 +0000 2018',986061171714240512,885601772,b'KSwa50',"b'RT @PhilippeReines: 65,844,954 deserved her. And she would have fought like hell for all 325,700,000 Americans. https://t.co/y8QZCxhLfm'"
b'Tue Apr 17 01:57:58 +0000 2018',986061175145226240,922568233843965952,b'Joey',"b""@BrilliantMind16 @RubenFromDeep @GovMikeHuckabee @HillaryClinton Somebody brings s fact and it gets met with an insult. I'm not surprised."""
b'Tue Apr 17 01:57:59 +0000 2018',986061177385050113,3436209335,b'Eleanora Bird',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 01:58:02 +0000 2018',986061191075295232,96542956,b'Andres Jimenez',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 01:58:05 +0000 2018',986061202693525504,888904194123497472,b'Becky Cocke',b'RT @seanhannity: So @GStephanopoulos Did @HillaryClinton break laws. Yes or no? Simple question. Also who did you vote for @GStephanopoulos\xe2\x80\xa6'
b'Tue Apr 17 01:58:05 +0000 2018',986061204253827072,703538576,b'Grumblethorpe',"b""Tonight on @FoxNews, @TuckerCarlson and @seanhannity preview Sean's mea culpa about his historic journalist conflic\xe2\x80\xa6 https://t.co/bFHieYZ1hI"""
b'Tue Apr 17 01:58:06 +0000 2018',986061207244234752,598353425,b'Kathe \xf0\x9f\x9a\x82\xf0\x9f\x9a\x82\xf0\x9f\x9a\x82\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 01:58:07 +0000 2018',986061210155143168,45612940,b'Dana White',b'RT @AUlady_ALL_IN: @HillaryClinton You know exactly how to word things the proper way. Thank you for all the \xe2\x80\x9clife lessons\xe2\x80\x9d you have taught\xe2\x80\xa6'
b'Tue Apr 17 01:58:10 +0000 2018',986061224206127104,704865315335892992,b'Sari Clymas',b'RT @FergOSU: @RealJamesWoods Wasn\xe2\x80\x99t @BarackObama\xe2\x80\x99s fake or real name Barry Soetoro then?  (was Barry short for Barrymore?) - No one knows w\xe2\x80\xa6'
b'Tue Apr 17 01:58:11 +0000 2018',986061227364319238,873958287527612416,b'kc',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 01:58:12 +0000 2018',986061230690455552,2509156808,b'TinkThinks',"b'#HannityCohen  ,@seanhannity .@HillaryClinton  .@BarackObama  .@Comey  .@POTUS  .@IngrahamAngle  .@TheEllenShow .\xe2\x80\xa6 https://t.co/iJOeIFQR1A'"
b'Tue Apr 17 01:58:13 +0000 2018',986061236142997504,1375240704,b'tim colts',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 01:58:16 +0000 2018',986061250407710720,746522589724475392,b'Roccee',b'RT @DanielBeerthuis: YOU TRASHED PRESIDENT @BarackObama FOR EIGHT YEARS. https://t.co/dmSDyRBR7c'
b'Tue Apr 17 01:58:19 +0000 2018',986061262881808384,45612940,b'Dana White',b'RT @b4hillary: @PalmerReport @HillaryClinton @HillaryClinton \xe2\x9d\xa4\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9d\xa4 My President\xe2\x9d\xa4 Look at the positive as a result of the election... thousan\xe2\x80\xa6'
b'Tue Apr 17 01:58:21 +0000 2018',986061267801706496,842452903814135808,b'Debbie Russo',b'@RyanEGraney @MichaelCohen212 @McClatchyDC @FBI @HillaryClinton @POTUS Comey admitted leaking classified info. He a\xe2\x80\xa6 https://t.co/99sbmf6NNl'
b'Tue Apr 17 01:58:22 +0000 2018',986061272759328768,3310800900,b'Robert Turner',b'RT @Matthewcogdeill: \xf0\x9f\x93\xa3#RETWEET To MAKE THIS GO VIRAL\xf0\x9f\x93\xa3\nMCCABE LIED UNDER OATH: The @BarackObama -appointed Inspector General found that Andr\xe2\x80\xa6'
b'Tue Apr 17 01:58:23 +0000 2018',986061279218593793,19664367,b'Dan Skinner',b'RT @bannerite: This deplorable creature will always be haunted by @HillaryClinton because he knows she is the legitimate President of the U\xe2\x80\xa6'
b'Tue Apr 17 01:58:27 +0000 2018',986061296536772608,797606028221161472,b'RAYETTE FUSS',b'You are confused \nJust say no was Nancy Reagan. https://t.co/WAdFQhjmaq'
b'Tue Apr 17 01:58:28 +0000 2018',986061297635745792,2158601123,b'Girl Henry Rollins\xf0\x9f\x8f\xb4',b'@rangerholton Have you even SEEN President @BarackObama ?!'
b'Tue Apr 17 01:58:29 +0000 2018',986061301754441731,4879012271,b'Ibeleeve',"b""WELL WE'RE WAITING..ANYONE? https://t.co/SkRG6pR45i"""
b'Tue Apr 17 01:58:29 +0000 2018',986061303402942466,981696190185197568,b'Fernanda',b'Hello@BarackObama'
b'Tue Apr 17 01:58:32 +0000 2018',986061317772587009,377040165,b'Terence L. Mathious',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 01:58:33 +0000 2018',986061320624705537,705362883945697280,b'MN #2A Patriot',b'#LockEMup #CheatingObama #McCabe #Strzok #Page #Rosenstein #Mueller\n\n@Comey @HillaryClinton @BarackObama\xe2\x80\xa6 https://t.co/NGR3Bwj9Sx'
